video_file,track_id,start_frame,end_frame,points_in_window,speed_mean,speed_std,speed_min,speed_max,speed_range,vertical_speed_mean,vertical_speed_std,vertical_speed_abs_mean,vertical_speed_abs_max,angle_change_mean,angle_change_std,angle_change_max,tilt_mean,tilt_std,tilt_max,bbox_area_mean,bbox_area_std,bbox_area_max,conf_mean,surface_ratio,middle_ratio,bottom_ratio,x_range,y_range,movement_area,label
dead_or_moribund_fish.mp4,0,382,440,30,2.410025443599921,0.99168746481322,1.0,5.024937810560445,4.024937810560445,-0.05,0.6751543033509698,0.38333333333333336,2.0,14.201420101460089,14.217049930525985,63.43494882292201,36.90439107589872,2.3157012053732533,41.09145570554055,29688.1,2058.918054869272,32856.0,0.539180655280749,1.0,0.0,0.0,65.5,2.5,163.75,dead_or_moribund_floating
dead_or_moribund_fish.mp4,0,402,460,30,2.0091466629450143,0.6620647149462913,1.0,4.031128874149275,3.0311288741492746,-0.016666666666666666,0.5983774357005414,0.38333333333333336,2.0,18.061914012877814,15.75711248361682,63.43494882292201,39.82469064653248,2.812613937103359,45.0,27303.5,2293.861587658099,31050.0,0.5180484900871912,1.0,0.0,0.0,56.0,2.5,140.0,dead_or_moribund_floating
dead_or_moribund_fish.mp4,0,422,480,30,1.7054790928387766,0.5983374721313126,0.5,2.692582403567252,2.192582403567252,0.05,0.7455423082115015,0.55,2.0,44.5031621974834,48.098462405999136,165.96375653207352,43.14768987506596,2.9977791291122635,47.93067250556688,24578.433333333334,2394.2379119228917,28880.0,0.5589844048023224,1.0,0.0,0.0,41.5,3.0,124.5,dead_or_moribund_floating
dead_or_moribund_fish.mp4,0,442,500,30,1.3433084987711483,0.6087054107934342,0.0,2.5495097567963922,2.5495097567963922,0.03333333333333333,0.7630348761506396,0.6,2.0,55.66174081603178,49.92908040411774,165.96375653207352,46.183163010300376,2.5214963297821367,49.679259160404825,22232.3,1979.2443364408884,25688.0,0.5635580549637477,1.0,0.0,0.0,29.5,3.0,88.5,dead_or_moribund_floating
dead_or_moribund_fish.mp4,0,462,520,30,1.3255125865341957,0.9136099001248251,0.0,4.949747468305833,4.949747468305833,0.05,1.1131786319664363,0.85,3.5,77.06425043547158,55.74513126013015,180.0,48.56134168251435,1.6395657684029044,50.56720035264519,20330.8,1249.3566717848566,23104.0,0.6595313956340154,1.0,0.0,0.0,22.5,3.5,78.75,dead_or_moribund_floating
dead_or_moribund_fish.mp4,0,482,524,22,1.23574920970869,0.9921126584556734,0.0,4.949747468305833,4.949747468305833,0.0,1.087114613009218,0.7727272727272727,3.5,68.04887675378153,52.06312821926423,180.0,49.5590644033509,0.7663522752019641,50.56720035264519,19548.31818181818,705.7848878031036,20672.0,0.6686261783946644,1.0,0.0,0.0,18.0,3.5,63.0,dead_or_moribund_floating
dead_or_moribund_fish.mp4,0,502,524,12,1.4738668874698941,1.1966131641789972,0.0,4.949747468305833,4.949747468305833,0.0,1.399404635312222,1.0833333333333333,3.5,85.72002831335595,51.22191579709748,180.0,50.17817491386018,0.28050292345068734,50.56720035264519,18992.083333333332,409.9397228726302,19840.0,0.6955077598492304,1.0,0.0,0.0,10.0,3.5,35.0,dead_or_moribund_floating
dead_or_moribund_floating.mp4,3,146,204,30,9.456509400173081,6.12775896755397,0.0,22.901964981197573,22.901964981197573,3.316666666666667,7.96187094148661,6.816666666666666,18.5,54.59197133161038,50.82077349773053,172.4605548604907,49.46043609612778,1.7446406537220776,52.710500285450834,178761.23333333334,17094.06169343287,210588.0,0.8888619780540467,0.0,1.0,0.0,56.5,141.0,7966.5,dead_or_moribund_floating
dead_or_moribund_floating.mp4,3,166,224,30,8.850470580988745,5.52517002710198,1.118033988749895,21.5,20.381966011250107,0.08333333333333333,8.377632256325304,6.516666666666667,21.5,69.34838312235941,53.23103865990534,172.4605548604907,48.609587255964726,2.280155538707955,52.710500285450834,172055.93333333332,14046.979903009596,201804.0,0.8886075933774312,0.0,1.0,0.0,29.5,83.0,2448.5,dead_or_moribund_floating
dead_or_moribund_floating.mp4,3,186,236,26,9.728148679883141,5.777746449206532,2.0,21.5,19.5,-3.4615384615384617,9.62660883349563,8.26923076923077,21.5,58.2838792331765,49.94851052020175,163.27787101971444,47.73037704631012,1.663819910124747,50.68655463271622,168403.76923076922,14306.078638944658,220575.0,0.899618916786634,0.0,1.0,0.0,39.0,92.0,3588.0,dead_or_moribund_floating
dead_or_moribund_floating.mp4,3,206,236,16,12.42943727983368,5.175938456616417,2.9154759474226504,21.5,18.58452405257735,-3.15625,11.793428718464364,10.65625,21.5,62.06159322518193,52.554659934925446,163.27787101971444,47.56787541182535,1.6702264171895844,50.68655463271622,173053.5625,16490.98708374043,220575.0,0.9084728956222534,0.0,1.0,0.0,39.0,66.5,2593.5,dead_or_moribund_floating
dead_or_moribund_floating.mp4,16,356,388,16,5.417250373128083,2.939008913706055,0.0,9.924716620639604,9.924716620639604,-0.4375,4.253215695212271,3.375,8.0,33.97242118594234,28.3764163743673,85.60129464500447,61.378577408623535,3.2406541265289794,65.65123300851631,176948.9375,21515.845278738034,202748.0,0.7115313559770584,1.0,0.0,0.0,56.0,24.0,1344.0,dead_or_moribund_floating
dead_or_moribund_floating.mp4,8,268,332,30,12.468535290813406,7.6366852125168805,0.0,34.27097897638759,34.27097897638759,-2.4166666666666665,10.071480637037547,8.183333333333334,23.0,63.03245863188031,52.178849777725546,177.3750973595187,41.02920651288423,4.663136236568357,47.62193665017407,177733.23333333334,16015.679044160304,220388.0,0.5806751430034638,0.0,1.0,0.0,111.5,88.0,9812.0,dead_or_moribund_floating
dead_or_moribund_floating.mp4,8,288,352,30,9.969170685286668,6.677622020421711,1.4142135623730951,34.27097897638759,32.8567654140145,-2.216666666666667,7.8429196660994105,6.316666666666666,23.0,72.84395640303526,54.312615907071255,177.3750973595187,38.111169034728235,3.659855316691074,44.66177618662114,182079.6,15883.174062720167,220388.0,0.5920289973417918,0.0,0.9333333333333333,0.06666666666666667,52.5,89.0,4672.5,dead_or_moribund_floating
dead_or_moribund_floating.mp4,8,314,372,30,6.958858932504923,3.601983114549044,1.4142135623730951,16.55294535724685,15.138731794873753,-1.0,5.472659317004851,4.433333333333334,11.5,68.86556619239555,49.993672000350145,177.3750973595187,35.70369036263445,1.20768676363637,37.16686047816764,191419.96666666667,14586.476418206314,213332.0,0.6182339390118917,0.0,0.7333333333333333,0.26666666666666666,38.0,54.0,2052.0,dead_or_moribund_floating
dead_or_moribund_floating.mp4,8,334,392,30,6.58316667779975,3.692819585669873,1.5811388300841898,17.414074767267998,15.832935937183809,-0.26666666666666666,5.794729406011025,4.633333333333334,11.0,75.49744824205148,52.93763136370469,179.03443221259897,35.20351083911136,1.8334102999453672,37.6780917130263,188517.76666666666,22195.065828066883,213332.0,0.638679317633311,0.0,0.7,0.3,73.0,45.5,3321.5,dead_or_moribund_floating
dead_or_moribund_floating.mp4,8,354,396,22,6.31860821594436,4.007970381257423,1.5811388300841898,17.414074767267998,15.832935937183809,1.0454545454545454,5.418631768992416,4.2272727272727275,11.0,86.98508617378663,55.068930894395606,179.03443221259897,34.89115113047459,2.1415934148899596,38.81706983405174,181714.18181818182,30310.539975449232,213332.0,0.6659848093986511,0.0,0.6818181818181818,0.3181818181818182,64.0,45.5,2912.0,dead_or_moribund_floating
dead_or_moribund_floating.mp4,8,374,396,12,6.978677621666087,4.6352517356511465,2.5,17.414074767267998,14.914074767267998,2.5,5.151860505357911,4.25,11.0,109.45006072569886,52.99832106735018,179.03443221259897,34.316790534312865,2.4627147374275813,38.81706983405174,160283.0,25844.38274235493,202950.0,0.6848030562202135,0.0,0.9166666666666666,0.08333333333333333,42.5,35.0,1487.5,dead_or_moribund_floating
dead_or_moribund_floating.mp4,22,432,504,30,24.595991176760567,15.383829758311698,0.0,78.98259301896843,78.98259301896843,1.1333333333333333,26.77745735170205,21.333333333333332,76.0,59.42635707357063,56.3735652399767,178.8603138718124,58.392689710151195,2.246526824422716,63.12785340487549,133802.23333333334,14411.003214403761,162648.0,0.636785023411115,0.0,1.0,0.0,109.0,204.5,22290.5,dead_or_moribund_floating
dead_or_moribund_floating.mp4,22,462,524,30,20.54246456113981,11.983272358624818,3.605551275463989,51.022054055084844,47.416502779620856,-0.016666666666666666,22.45494872455117,18.583333333333332,51.0,61.614601896901895,62.724621616447116,178.8603138718124,54.99461337525545,5.1929714783252185,63.12785340487549,137214.26666666666,15047.845610880278,169963.0,0.6892853399117788,0.0,1.0,0.0,61.5,166.5,10239.75,dead_or_moribund_floating
dead_or_moribund_floating.mp4,22,484,530,23,13.304887590175655,8.283139561506774,1.0,33.68233958619858,32.68233958619858,-2.5217391304347827,14.631323055921145,12.08695652173913,33.5,57.12322857621747,57.98405597513026,178.8603138718124,52.537422892359835,5.6196694016808,61.252085708860406,142672.34782608695,11674.706448627549,169963.0,0.6905551177004109,0.0,1.0,0.0,44.0,152.5,6710.0,dead_or_moribund_floating
dead_or_moribund_floating.mp4,22,506,530,13,10.849772043461384,8.293518348983367,1.0,33.68233958619858,32.68233958619858,-0.4230769230769231,13.270624230066245,10.115384615384615,33.5,58.687895849109545,63.4006144443878,174.03551289874693,48.239301043302596,3.2321692739956167,54.373388201818585,142474.53846153847,14332.732004403739,169963.0,0.6894705960383782,0.0,1.0,0.0,17.0,58.0,986.0,dead_or_moribund_floating
dead_or_moribund_floating.mp4,28,546,604,30,10.852872547327136,13.324732297678867,0.0,56.089214649520635,56.089214649520635,-4.083333333333333,16.00473020356447,9.416666666666666,55.0,60.56654389628021,55.935487856474346,177.86131742233343,29.25274854184335,6.168607720978757,41.33007913552402,87300.0,21903.135358512794,117165.0,0.7612931579351425,0.0,1.0,0.0,77.5,138.5,10733.75,dead_or_moribund_floating
dead_or_moribund_floating.mp4,28,566,624,30,13.679370704306399,15.401292709839778,1.8027756377319946,56.089214649520635,54.28643901178864,-4.833333333333333,19.264100175080994,12.1,55.0,77.92515916203297,58.182304248313315,177.86131742233343,27.971295151253695,4.691077303997732,34.45857649264991,76154.9,15451.394300299677,99592.0,0.7674830396970113,0.0,1.0,0.0,53.0,148.5,7870.5,dead_or_moribund_floating
dead_or_moribund_floating.mp4,28,586,648,30,12.725714627315488,16.129616255740927,1.118033988749895,56.089214649520635,54.97118066077074,-4.35,18.47843337515386,10.45,55.0,95.30707120685656,52.48667019144597,177.86131742233343,31.437124021598958,6.315117969964639,40.937829861539846,70469.9,12154.917014251203,83538.0,0.734331950545311,0.0,1.0,0.0,51.0,137.5,7012.5,dead_or_moribund_floating
dead_or_moribund_floating.mp4,28,606,668,30,8.321390658695957,12.171529245416712,0.5,48.83646178829912,48.33646178829912,-0.4,12.73276613047351,5.933333333333334,48.0,81.82069353788279,49.55078845194725,176.94834814395918,36.72913171960754,4.318343705204717,43.31200780268281,71410.2,9197.909039196535,83538.0,0.6869132429361343,0.0,1.0,0.0,56.0,50.0,2800.0,dead_or_moribund_floating
dead_or_moribund_floating.mp4,28,626,686,23,6.398412001405982,8.529711368749645,0.5,34.23448553724738,33.73448553724738,0.0,7.078749582530372,3.4347826086956523,24.0,80.38105907217906,44.816647265380745,172.87498365109823,39.42906599929727,3.073995062258453,43.98701711938915,68620.04347826086,7171.927080052328,83538.0,0.6299233980800795,0.0,1.0,0.0,43.5,25.0,1087.5,dead_or_moribund_floating
dead_or_moribund_floating.mp4,28,650,686,13,7.098573851392806,7.515027204987812,0.5,24.046829312822098,23.546829312822098,-0.3076923076923077,9.212321309275174,4.615384615384615,24.0,75.536793832104,47.16220625770707,170.08347387909268,41.023424658391754,2.01501380145787,43.98701711938915,66176.46153846153,4230.889188509171,70372.0,0.6298262178897858,0.0,1.0,0.0,16.5,25.0,412.5,dead_or_moribund_floating
dead_or_moribund_floating.mp4,33,628,690,30,5.669093341008879,4.80742973853272,0.0,18.006943105369107,18.006943105369107,0.11666666666666667,0.7819136070493267,0.48333333333333334,3.0,90.0995346311778,78.70857093678202,180.0,13.118800192728537,1.2809593311853913,15.127794958170394,39878.63333333333,2191.498687859267,45849.0,0.4864364524682363,0.0,0.0,1.0,58.0,6.0,348.0,dead_or_moribund_floating
dead_or_moribund_floating.mp4,33,652,714,30,4.562610090223917,4.708069933414354,0.0,18.006943105369107,18.006943105369107,0.16666666666666666,1.0514540197058337,0.7,3.5,79.0356256851805,69.56567533823605,180.0,14.57683656174921,1.2330250095826976,16.472891714736612,39166.566666666666,1254.941636978478,42238.0,0.503984875480334,0.0,0.0,1.0,42.5,8.0,340.0,dead_or_moribund_floating
dead_or_moribund_floating.mp4,33,672,718,22,2.531584934104821,2.7634276301122918,0.0,12.0,12.0,0.11363636363636363,1.2785984708213822,0.8409090909090909,3.5,62.590442522086875,61.32850857347283,179.99999879258172,15.22000962499129,0.9042233331416766,16.472891714736612,39072.0,1336.9736517428253,41140.0,0.49262622540647333,0.0,0.0,1.0,20.0,8.0,160.0,dead_or_moribund_floating
dead_or_moribund_floating.mp4,33,692,718,12,1.628685876419179,1.2389036750097606,0.0,3.640054944640259,3.640054944640259,-0.041666666666666664,1.391317321422,0.9583333333333334,3.5,71.24921947305783,57.480891783937174,179.99999879258172,15.86127438187034,0.5067757380714244,16.472891714736612,39419.75,1617.1233268265803,41140.0,0.5008876472711563,0.0,0.0,1.0,4.0,5.5,22.0,dead_or_moribund_floating
dead_or_moribund_floating10.mp4,2,48,94,11,3.827854663763113,2.297682931765209,0.0,8.077747210701755,8.077747210701755,3.4545454545454546,1.9937920181328461,3.4545454545454546,7.5,19.33722801553645,19.05998376475699,71.56505117707799,40.38048679071207,0.8950184158281295,42.87890360333855,4588.0,169.56843617092935,4864.0,0.42100265622138977,0.8181818181818182,0.18181818181818182,0.0,13.5,38.0,513.0,dead_or_moribund_floating
dead_or_moribund_floating10.mp4,9,166,254,29,2.34988240619513,2.0499245371693737,0.0,8.54400374531753,8.54400374531753,0.8620689655172413,1.6289225957147149,1.0689655172413792,8.0,66.69854937787295,57.08842606817064,175.23635830927378,36.67003708732496,1.887969479722814,41.00908690157022,4186.448275862069,477.2656735893359,5312.0,0.45913374835047227,1.0,0.0,0.0,30.5,26.0,793.0,dead_or_moribund_floating
dead_or_moribund_floating10.mp4,9,204,254,19,1.9799802745091772,1.6545612256416105,0.0,5.385164807134504,5.385164807134504,0.5,0.9176629354822471,0.7105263157894737,2.5,70.01812705767692,61.57733521810487,175.23635830927378,36.169656475638924,1.8578447081556781,39.499588529798096,4034.4736842105262,474.4577368368244,4680.0,0.47358561816968414,1.0,0.0,0.0,20.0,10.0,200.0,dead_or_moribund_floating
dead_or_moribund_floating11.mp4,6,96,126,12,1.6301851054777436,1.2783439242023966,0.0,4.716990566028302,4.716990566028302,0.16666666666666666,1.4907119849998598,1.0,4.0,90.26495549302331,56.9318536335004,180.0,39.3119470558081,0.5862788083335231,40.04594099201078,56632.333333333336,1148.4063837432384,58206.0,0.5705839668711027,1.0,0.0,0.0,11.0,4.0,44.0,dead_or_moribund_floating
dead_or_moribund_floating11.mp4,0,4,96,30,2.878927440123293,2.3601080754572408,0.0,9.055385138137417,9.055385138137417,0.13333333333333333,1.5542057635833022,1.1666666666666667,5.0,85.97630227041336,61.27091570089504,180.0,39.10653568058802,0.6429272105514644,40.35844387006704,60997.76666666667,2072.2816359966346,65142.0,0.5051236987113953,1.0,0.0,0.0,26.5,11.5,304.75,dead_or_moribund_floating
dead_or_moribund_floating11.mp4,0,32,116,30,2.673781550633985,2.418861761136697,0.5,9.055385138137417,8.555385138137417,0.016666666666666666,2.2711353010235995,1.5166666666666666,8.5,89.76361197757895,54.77350365937929,180.0,38.621866285452974,0.7358467422749636,40.04047606556049,58064.53333333333,2757.30441715979,63891.0,0.5119157791137695,1.0,0.0,0.0,23.5,14.0,329.0,dead_or_moribund_floating
dead_or_moribund_floating11.mp4,0,68,136,30,2.9472487518265855,3.5993598682992642,0.5,19.525624189766635,19.025624189766635,-0.3,2.2045407685048604,1.5,8.5,88.54292852127853,53.184852800123004,178.69804732742156,38.17074183618438,1.0048221116206557,39.30096076020886,56526.36666666667,2764.0767654961314,61388.0,0.6013005832831065,1.0,0.0,0.0,19.5,14.0,273.0,dead_or_moribund_floating
dead_or_moribund_floating11.mp4,0,98,156,30,3.060402090683392,3.5450348907555274,0.5,19.525624189766635,19.025624189766635,-0.2,2.2271057451320093,1.4666666666666666,8.5,102.7244325490595,56.00097599888473,180.0,37.89285178788639,0.9794313186614346,39.203653140645145,54531.933333333334,1920.6654043730668,61388.0,0.6408728897571564,1.0,0.0,0.0,19.5,8.0,156.0,dead_or_moribund_floating
dead_or_moribund_floating11.mp4,0,118,186,30,2.5995385437910614,3.3974106845279466,0.5,19.525624189766635,19.025624189766635,0.21666666666666667,1.301814972345234,1.05,2.5,97.38184516112152,58.56113620723376,180.0,37.370430426744846,1.2322955074987352,39.203653140645145,53789.5,2202.468686875404,61388.0,0.6345302055279414,1.0,0.0,0.0,19.5,12.0,234.0,dead_or_moribund_floating
dead_or_moribund_floating11.mp4,0,138,196,25,1.982559179071627,0.9107464529048886,0.5,4.272001872658765,3.772001872658765,0.7,1.5811388300841898,1.34,4.0,101.17880026852993,57.66684940676175,180.0,36.62501619055632,1.3379242069894723,38.390056106370025,52406.28,1656.7680228686213,55476.0,0.5705477786064148,1.0,0.0,0.0,7.0,19.0,133.0,dead_or_moribund_floating
dead_or_moribund_floating11.mp4,0,158,196,15,1.9590498852748637,1.0142929624478376,0.5,4.272001872658765,3.772001872658765,1.2666666666666666,1.4590712418826193,1.6,4.0,90.08932695727279,50.2055064245876,168.6900675259798,35.924219576489534,1.2964789587408698,37.905250832388965,51626.0,1615.07556066788,54264.0,0.5231212258338929,1.0,0.0,0.0,7.0,16.5,115.5,dead_or_moribund_floating
dead_or_moribund_floating11.mp4,15,212,244,16,2.801411745303109,2.5364034050753417,0.0,11.01135777277262,11.01135777277262,0.78125,1.380316426584861,1.03125,4.5,67.89406895243562,51.986384081387286,161.565051177078,32.635636322215994,1.1774531672491666,34.59717490441035,49228.875,1651.644327443109,52560.0,0.5334550999104977,1.0,0.0,0.0,14.0,14.5,203.0,dead_or_moribund_floating
dead_or_moribund_floating12.mp4,4,52,96,14,11.758108608333838,10.704492873037537,0.0,31.50396800404673,31.50396800404673,1.0357142857142858,9.50463098726519,6.607142857142857,20.5,80.49785596147207,56.07803237887071,172.9818821370009,53.673971751626546,3.038606813742366,62.474774256255664,87477.21428571429,12650.163461273485,105842.0,0.553833184497697,0.0,1.0,0.0,62.5,22.0,1375.0,dead_or_moribund_floating
